player name,mvp,ops,avg,rbi,hr
Jimmy Wynn,0,0.821,0.248,58,18
Jose Cardenal,0,0.821,0.317,68,9
Rick Monday,0,0.819,0.267,60,17
Rusty Staub,0,0.818,0.282,105,19
Tony Perez,0,0.816,0.282,109,20
Cesar Cedeno,0,0.811,0.288,63,13
Von Joshua,0,0.806,0.318,43,7
Mike Jorgensen,0,0.801,0.261,67,18
Willie Stargell,0,0.944,0.301,96,25
Mike Schmidt,0,0.941,0.282,116,36
Joe Morgan,0,0.921,0.293,67,22
Reggie Smith,0,0.917,0.309,100,23
Ralph Garr,0,0.886,0.353,54,11
Jimmy Wynn,0,0.884,0.271,108,32
Johnny Bench,0,0.870,0.280,129,33
Richie Zisk,0,0.862,0.313,100,17
Bob Bailey,0,0.842,0.280,73,20
Rick Monday,0,0.842,0.294,58,20
Al Oliver,0,0.832,0.321,85,11
Bill Madlock,0,0.815,0.313,54,9
Richie Hebner,0,0.812,0.291,68,18
Steve Garvey,1,0.811,0.312,111,21
Gary Matthews,0,0.810,0.287,82,16
Willie Crawford,0,0.808,0.295,61,11
Jose Cardenal,0,0.800,0.293,72,13
Darrell Evans,0,0.800,0.240,79,25
Cesar Cedeno,0,0.799,0.269,102,26
Bobby Bonds,0,0.798,0.256,71,21
Tony Perez,0,0.791,0.265,101,28
Bob Watson,0,0.782,0.298,67,11
Ted Simmons,0,0.774,0.272,103,20
Pete Rose,0,0.773,0.284,51,3
Joe Torre,0,0.772,0.282,70,11
Willie Stargell,0,1.038,0.299,119,44
Darrell Evans,0,0.959,0.281,104,41
Tony Perez,0,0.919,0.314,101,27
Davey Johnson,0,0.916,0.270,99,43
Cesar Cedeno,0,0.913,0.320,70,25
Ken Singleton,0,0.904,0.302,103,23
Bobby Bonds,0,0.900,0.283,96,39
Joe Morgan,0,0.899,0.290,82,26
Ron Fairly,0,0.880,0.298,49,17
Bob Bailey,0,0.868,0.273,86,26
Bob Watson,0,0.852,0.312,94,16
Willie Crawford,0,0.849,0.295,66,14
Rick Monday,0,0.841,0.267,56,26
Joe Ferguson,0,0.840,0.263,88,25
Pete Rose,1,0.838,0.338,64,5
Greg Luzinski,0,0.829,0.285,97,29
Richie Hebner,0,0.823,0.271,74,25
Mike Lum,0,0.813,0.294,82,16
Dusty Baker,0,0.813,0.288,99,21
Jose Cardenal,0,0.812,0.303,68,11
Gary Matthews,0,0.812,0.300,58,12
Garry Maddox,0,0.810,0.319,76,11
Ted Simmons,0,0.808,0.310,91,13
Billy Williams,0,0.806,0.288,86,20
Nate Colbert,0,0.793,0.270,80,22
Billy Williams,0,1.005,0.333,122,37
Willie Stargell,0,0.930,0.293,112,33
Cesar Cedeno,0,0.921,0.320,82,22
Johnny Bench,1,0.920,0.270,125,40
Hank Aaron,0,0.904,0.265,77,34
Dusty Baker,0,0.888,0.321,76,17
Richie Hebner,0,0.886,0.300,72,19
Ron Santo,0,0.878,0.302,74,17
Jimmy Wynn,0,0.860,0.273,90,24
Joe Morgan,0,0.851,0.292,73,16
Tony Perez,0,0.846,0.283,90,21
Bob Watson,0,0.841,0.312,86,16
Nate Colbert,0,0.841,0.250,111,38
Lee May,0,0.833,0.284,98,29
Jose Cardenal,0,0.810,0.291,70,17
Darrell Evans,0,0.802,0.254,71,19
Ted Simmons,0,0.801,0.303,96,16
Pete Rose,0,0.799,0.307,57,6
Earl Williams,0,0.793,0.258,87,28
Al Oliver,0,0.789,0.312,89,12
Ralph Garr,0,0.788,0.325,53,12
Greg Luzinski,0,0.785,0.281,68,18
Ron Fairly,0,0.779,0.278,68,17
Joe Torre,0,0.776,0.289,81,11
Ken Singleton,0,0.773,0.274,50,14
Hank Aaron,0,1.079,0.327,118,47
Willie Stargell,0,1.026,0.295,125,48
Joe Torre,1,0.976,0.363,137,24
Willie Mays,0,0.907,0.271,61,18
Billy Williams,0,0.888,0.301,93,28
Rusty Staub,0,0.874,0.311,97,19
Roberto Clemente,0,0.872,0.341,86,13
Bobby Bonds,0,0.867,0.288,102,33
Lee May,0,0.864,0.278,98,39
Dick Allen,0,0.863,0.295,90,23
Cleon Jones,0,0.856,0.319,69,14
Bob Robertson,0,0.840,0.271,72,26
Deron Johnson,0,0.836,0.265,95,34
Earl Williams,0,0.815,0.260,87,33
Ralph Garr,0,0.813,0.343,44,9
Lou Brock,0,0.810,0.313,61,7
Dick Dietz,0,0.806,0.252,72,19
Nate Colbert,0,0.801,0.264,84,27
Ken Henderson,0,0.798,0.264,65,15
Willie Montanez,0,0.798,0.255,99,30
Pete Rose,0,0.793,0.304,44,13
Ron Santo,0,0.778,0.267,88,21
Glenn Beckert,0,0.773,0.342,42,2
Manny Sanguillen,0,0.771,0.319,81,7
Ted Simmons,0,0.771,0.304,77,7
Willie McCovey,0,1.056,0.289,126,39
Rico Carty,0,1.037,0.366,101,25
Jim Hickman,0,1.001,0.315,115,32
Tony Perez,0,0.990,0.317,129,40
Billy Williams,0,0.977,0.322,129,42
Hank Aaron,0,0.958,0.298,118,38
Dick Dietz,0,0.941,0.300,107,22
Dick Allen,0,0.937,0.279,101,34
Johnny Bench,1,0.932,0.293,148,45
Orlando Cepeda,0,0.908,0.305,111,34
Cito Gaston,0,0.907,0.318,93,29
Willie Mays,0,0.897,0.291,83,28
Joe Torre,0,0.896,0.325,100,21
Rusty Staub,0,0.891,0.274,94,30
Jimmy Wynn,0,0.886,0.282,88,27
Bobby Bonds,0,0.879,0.302,78,26
Bobby Tolan,0,0.860,0.316,80,16
Pete Rose,0,0.855,0.316,52,15
Ken Henderson,0,0.854,0.294,88,17
Billy Grabarkewitz,0,0.852,0.289,84,17
Wes Parker,0,0.850,0.319,111,10
Ron Santo,0,0.844,0.267,114,26
Willie Stargell,0,0.840,0.264,85,31
Nate Colbert,0,0.836,0.259,86,38
Denis Menke,0,0.833,0.304,92,13
Willie McCovey,1,1.108,0.320,126,45
Hank Aaron,0,1.003,0.300,97,44
Roberto Clemente,0,0.955,0.345,91,19
Rusty Staub,0,0.952,0.302,79,29
Dick Allen,0,0.949,0.288,89,32
Jimmy Wynn,0,0.943,0.269,87,33
Pete Rose,0,0.940,0.348,82,16
Willie Stargell,0,0.938,0.307,92,29
Cleon Jones,0,0.904,0.340,75,12
Tony Perez,0,0.883,0.294,122,37
Ron Santo,0,0.870,0.289,123,29
Mack Jones,0,0.867,0.270,79,22
Lee May,0,0.860,0.278,110,38
Johnny Bench,0,0.840,0.293,90,26
Billy Williams,0,0.828,0.293,95,21
Bobby Bonds,0,0.824,0.259,90,32
Bobby Tolan,0,0.821,0.305,93,21
Alex Johnson,0,0.813,0.315,88,17
Willie Davis,0,0.811,0.311,59,11
Joe Torre,0,0.808,0.289,101,18
Tommie Agee,0,0.806,0.271,76,26
Nate Colbert,0,0.804,0.255,66,24
Richie Hebner,0,0.801,0.301,47,8
Larry Hisle,0,0.797,0.266,56,20
Lou Brock,0,0.782,0.298,47,12
Dick Allen,0,0.970,0.307,77,23
Roberto Clemente,0,0.954,0.357,110,23
Hank Aaron,0,0.942,0.307,109,39
Orlando Cepeda,1,0.923,0.325,111,25
Willie McCovey,0,0.913,0.276,91,31
Ron Santo,0,0.906,0.300,98,31
Jim Ray Hart,0,0.882,0.289,99,29
Rusty Staub,0,0.871,0.333,74,10
Tony Gonzalez,0,0.869,0.339,59,9
Adolfo Phillips,0,0.842,0.268,70,17
Willie Stargell,0,0.830,0.271,73,20
Billy Williams,0,0.828,0.278,84,28
Jimmy Wynn,0,0.826,0.249,107,37
Tim McCarver,0,0.822,0.295,69,14
Tony Perez,0,0.818,0.290,102,26
Pete Rose,0,0.808,0.301,76,12
Lou Brock,0,0.799,0.299,76,21
Curt Flood,0,0.792,0.335,50,5
Joe Torre,0,0.790,0.277,68,20
Joe Morgan,0,0.789,0.275,42,6
Mack Jones,0,0.789,0.253,50,17
Willie Mays,0,0.787,0.263,70,22
Matty Alou,0,0.784,0.338,28,2
Tommy Davis,0,0.782,0.302,73,16
Vada Pinson,0,0.772,0.288,66,18
Dick Allen,0,1.027,0.317,110,40
Willie McCovey,0,0.977,0.295,96,36
Willie Stargell,0,0.962,0.315,102,33
Ron Santo,0,0.950,0.312,94,30
Joe Torre,0,0.943,0.315,101,36
Willie Mays,0,0.924,0.288,103,37
Roberto Clemente,1,0.896,0.317,119,29
Hank Aaron,0,0.895,0.279,127,44
Felipe Alou,0,0.894,0.327,74,31
Donn Clendenon,0,0.878,0.299,98,28
Rico Carty,0,0.860,0.326,76,15
Jim Ray Hart,0,0.853,0.285,93,33
Orlando Cepeda,0,0.834,0.301,73,20
Pete Rose,0,0.811,0.313,70,16
Billy Williams,0,0.808,0.276,91,29
Bill White,0,0.803,0.276,103,22
Joe Morgan,0,0.801,0.285,42,5
Matty Alou,0,0.793,0.342,27,2
Jim Lefebvre,0,0.793,0.274,74,24
Tom Haller,0,0.783,0.240,67,27
Deron Johnson,0,0.771,0.257,81,24
Vada Pinson,0,0.768,0.288,76,16
Denis Menke,0,0.767,0.251,60,15
Eddie Mathews,0,0.761,0.250,53,16
Rusty Staub,0,0.756,0.280,81,13
Willie Mays,1,1.043,0.317,112,52
Hank Aaron,0,0.938,0.318,89,32
Billy Williams,0,0.929,0.315,108,34
Frank Robinson,0,0.925,0.296,113,33
Willie McCovey,0,0.920,0.276,92,39
Ron Santo,0,0.888,0.285,101,33
Dick Allen,0,0.870,0.302,85,20
Joe Torre,0,0.862,0.291,80,27
Deron Johnson,0,0.854,0.287,130,32
Bill White,0,0.845,0.289,73,24
Roberto Clemente,0,0.842,0.329,65,10
Jimmy Wynn,0,0.841,0.275,73,22
Jim Ray Hart,0,0.837,0.299,96,23
Johnny Callison,0,0.836,0.262,101,32
Vada Pinson,0,0.836,0.305,94,22
Willie Stargell,0,0.829,0.272,107,27
Pete Rose,0,0.828,0.312,81,11
Mack Jones,0,0.822,0.262,75,31
Felipe Alou,0,0.819,0.297,78,23
Donn Clendenon,0,0.818,0.301,96,14
Eddie Mathews,0,0.810,0.251,95,32
Lou Brock,0,0.791,0.288,69,16
Joe Morgan,0,0.791,0.271,40,14
Curt Flood,0,0.788,0.310,83,11
Leo Cardenas,0,0.786,0.287,57,11
Willie Mays,0,0.990,0.296,111,47
Ron Santo,0,0.962,0.313,114,30
Frank Robinson,0,0.943,0.306,96,29
Rico Carty,0,0.942,0.330,88,22
Dick Allen,0,0.939,0.318,91,29
Hank Aaron,0,0.907,0.328,95,24
Billy Williams,0,0.901,0.312,98,33
Orlando Cepeda,0,0.900,0.304,97,31
Roberto Clemente,0,0.872,0.339,87,12
Joe Torre,0,0.863,0.321,109,20
Ken Boyer,1,0.854,0.295,119,24
Denis Menke,0,0.847,0.283,65,20
Jim Ray Hart,0,0.840,0.286,81,31
Bill White,0,0.828,0.303,102,21
Joe Christopher,0,0.826,0.300,76,16
Lou Brock,0,0.822,0.315,58,14
Johnny Callison,0,0.808,0.274,104,31
Deron Johnson,0,0.798,0.273,79,21
Lee Maye,0,0.793,0.304,74,10
Vada Pinson,0,0.764,0.266,84,23
Ron Hunt,0,0.763,0.303,42,6
Ernie Banks,0,0.757,0.264,95,23
Eddie Mathews,0,0.756,0.233,74,23
Tim McCarver,0,0.743,0.288,52,9
Bob Bailey,0,0.740,0.281,51,11
Frank Robinson,0,1.045,0.342,136,39
Hank Aaron,0,1.008,0.323,128,45
Willie Mays,0,0.999,0.304,141,49
Stan Musial,0,0.924,0.330,82,19
Tommy Davis,0,0.910,0.346,153,27
Frank Howard,0,0.906,0.296,119,31
George Altman,0,0.904,0.318,74,22
Bob Skinner,0,0.898,0.302,75,20
Don Demeter,0,0.880,0.307,107,29
Eddie Mathews,0,0.877,0.265,90,29
Felipe Alou,0,0.869,0.316,98,25
Bill White,0,0.868,0.324,102,20
Orlando Cepeda,0,0.865,0.306,114,35
Johnny Callison,0,0.854,0.300,83,23
Ken Boyer,0,0.838,0.291,98,24
Billy Williams,0,0.835,0.298,91,22
Frank Thomas,0,0.824,0.266,94,34
Vada Pinson,0,0.817,0.292,100,23
Gordy Coleman,0,0.816,0.277,86,28
Jim Davenport,0,0.813,0.297,58,14
Ron Fairly,0,0.811,0.278,71,14
Ernie Banks,0,0.809,0.269,104,37
Roberto Clemente,0,0.805,0.312,74,10
Roy Sievers,0,0.801,0.262,80,21
Harvey Kuenn,0,0.799,0.304,68,10
Frank Robinson,1,1.015,0.323,124,37
Willie Mays,0,0.977,0.308,123,40
Hank Aaron,0,0.974,0.327,120,34
Orlando Cepeda,0,0.970,0.311,142,46
Roberto Clemente,0,0.949,0.351,89,23
Wally Moon,0,0.940,0.328,88,17
Eddie Mathews,0,0.937,0.306,91,32
Ken Boyer,0,0.930,0.329,95,24
Dick Stuart,0,0.925,0.301,117,35
George Altman,0,0.913,0.303,96,27
Vada Pinson,0,0.883,0.343,87,16
Joe Adcock,0,0.861,0.285,108,35
Ernie Banks,0,0.852,0.278,80,29
Gordy Coleman,0,0.845,0.287,87,26
Ron Santo,0,0.842,0.284,83,23
Don Hoak,0,0.839,0.298,61,12
Frank Thomas,0,0.828,0.281,73,27
Bill White,0,0.826,0.286,90,20
Billy Williams,0,0.822,0.278,86,25
Tony Gonzalez,0,0.795,0.277,58,12
Jim Davenport,0,0.785,0.278,65,12
Johnny Callison,0,0.780,0.266,47,9
Gene Freese,0,0.774,0.277,87,26
Tommy Davis,0,0.738,0.278,58,15
Frank Bolling,0,0.708,0.262,56,15
Frank Robinson,0,1.002,0.297,83,31
Eddie Mathews,0,0.948,0.277,124,39
Willie Mays,0,0.936,0.319,103,29
Ken Boyer,0,0.932,0.304,97,32
Hank Aaron,0,0.918,0.292,126,40
Ernie Banks,0,0.904,0.271,117,41
Joe Adcock,0,0.854,0.298,91,25
Orlando Cepeda,0,0.840,0.297,96,24
Wally Moon,0,0.835,0.299,69,13
Roberto Clemente,0,0.815,0.314,94,16
Vada Pinson,0,0.811,0.287,61,20
Don Hoak,0,0.810,0.282,79,16
Pancho Herrera,0,0.803,0.281,71,17
Norm Larker,0,0.798,0.323,78,5
Dick Stuart,0,0.797,0.260,83,23
Bill White,0,0.789,0.283,79,16
Frank Howard,0,0.784,0.268,77,23
Bob Skinner,0,0.771,0.273,86,15
Willie Kirkland,0,0.769,0.252,65,21
Daryl Spencer,0,0.769,0.258,58,16
Dick Groat,1,0.766,0.325,50,2
Del Crandall,0,0.764,0.294,77,19
Bill Bruton,0,0.758,0.286,54,12
Richie Ashburn,0,0.753,0.291,40,0
Ed Bailey,0,0.752,0.261,67,13
Hank Aaron,0,1.037,0.355,123,39
Eddie Mathews,0,0.983,0.306,114,46
Frank Robinson,0,0.975,0.311,125,36
Ernie Banks,1,0.970,0.304,143,45
Willie Mays,0,0.964,0.313,104,34
Joe Cunningham,0,0.931,0.345,60,7
Ken Boyer,0,0.892,0.309,94,28
Wally Moon,0,0.890,0.302,74,19
Gil Hodges,0,0.880,0.276,80,25
Vada Pinson,0,0.880,0.316,84,20
Orlando Cepeda,0,0.878,0.317,105,27
Ed Bouchee,0,0.824,0.285,74,15
Bill White,0,0.814,0.302,72,12
Willie Kirkland,0,0.810,0.272,68,22
Johnny Temple,0,0.809,0.311,67,8
Charlie Neal,0,0.802,0.287,83,19
Johnny Logan,0,0.780,0.291,50,13
Don Hoak,0,0.773,0.294,65,8
Gus Bell,0,0.770,0.293,115,19
Wally Post,0,0.767,0.254,94,22
Gino Cimoli,0,0.757,0.279,72,8
Bob Skinner,0,0.756,0.280,61,13
Del Crandall,0,0.741,0.257,72,21
Bill Bruton,0,0.735,0.289,41,6
Jim Gilliam,0,0.732,0.282,34,3
Willie Mays,0,1.002,0.347,96,29
Ernie Banks,1,0.980,0.313,129,47
Stan Musial,0,0.950,0.337,62,17
Hank Aaron,0,0.931,0.326,95,30
Harry Anderson,0,0.897,0.301,97,23
Richie Ashburn,0,0.881,0.350,33,2
Bob Skinner,0,0.879,0.321,70,13
Lee Walls,0,0.863,0.304,72,24
Frank Thomas,0,0.863,0.281,109,35
Ken Boyer,0,0.857,0.307,90,23
Orlando Cepeda,0,0.854,0.312,96,25
Frank Robinson,0,0.854,0.269,83,31
Walt Moryn,0,0.845,0.264,77,26
Dale Long,0,0.824,0.271,75,20
Bobby Thomson,0,0.817,0.283,82,21
Eddie Mathews,0,0.807,0.251,77,31
Johnny Temple,0,0.807,0.306,47,3
Del Crandall,0,0.804,0.272,63,18
Charlie Neal,0,0.779,0.254,65,22
Gil Hodges,0,0.764,0.259,64,22
Gene Green,0,0.756,0.281,55,13
Daryl Spencer,0,0.750,0.256,74,17
Bill Mazeroski,0,0.747,0.275,68,19
Roberto Clemente,0,0.736,0.289,50,6
Dick Groat,0,0.736,0.300,66,3
Stan Musial,0,1.034,0.351,102,29
Willie Mays,0,1.033,0.333,97,35
Hank Aaron,1,0.978,0.322,132,44
Duke Snider,0,0.955,0.274,92,40
Ernie Banks,0,0.939,0.285,102,43
Eddie Mathews,0,0.927,0.292,94,32
Frank Robinson,0,0.905,0.322,75,29
Gil Hodges,0,0.877,0.299,98,27
Dale Long,0,0.875,0.298,67,21
Wally Moon,0,0.875,0.295,73,24
Ed Bouchee,0,0.864,0.293,76,17
Don Hoak,0,0.863,0.293,89,19
Del Ennis,0,0.826,0.286,105,24
George Crowe,0,0.818,0.271,92,31
Walt Moryn,0,0.796,0.289,88,19
Frank Thomas,0,0.795,0.290,89,23
Red Schoendienst,0,0.795,0.309,65,15
Dick Groat,0,0.787,0.315,54,7
Charlie Neal,0,0.767,0.270,62,12
Richie Ashburn,0,0.754,0.297,33,0
Gino Cimoli,0,0.753,0.293,57,10
Gus Bell,0,0.751,0.292,61,13
Ken Boyer,0,0.732,0.265,62,19
Johnny Temple,0,0.728,0.284,37,0
Roy McMillan,0,0.728,0.272,55,1
Willie Mays,0,1.059,0.319,127,51
Duke Snider,0,1.046,0.309,136,42
Eddie Mathews,0,1.014,0.289,101,41
Roy Campanella,1,0.978,0.318,107,32
Stan Musial,0,0.974,0.319,108,33
Ted Kluszewski,0,0.967,0.314,113,47
Wally Post,0,0.946,0.309,109,40
Ernie Banks,0,0.941,0.295,117,44
Hank Aaron,0,0.906,0.314,106,27
Richie Ashburn,0,0.897,0.338,42,3
Carl Furillo,0,0.891,0.314,95,26
Gil Hodges,0,0.877,0.289,102,27
Dale Long,0,0.875,0.291,79,16
Gus Bell,0,0.871,0.308,104,27
Smoky Burgess,0,0.864,0.301,78,21
Del Ennis,0,0.864,0.296,120,29
Wally Moon,0,0.808,0.295,76,19
Johnny Logan,0,0.802,0.297,83,13
Rip Repulski,0,0.800,0.270,73,23
Randy Jackson,0,0.785,0.265,70,21
Pee Wee Reese,0,0.774,0.282,61,10
Hank Thompson,0,0.766,0.245,63,17
Del Crandall,0,0.756,0.236,62,26
Bill Virdon,0,0.755,0.281,68,17
Frank Thomas,0,0.755,0.245,72,25
Willie Mays,1,1.078,0.345,110,41
Duke Snider,0,1.071,0.341,130,40
Ted Kluszewski,0,1.049,0.326,141,49
Stan Musial,0,1.036,0.330,126,35
Eddie Mathews,0,1.026,0.290,103,40
Gil Hodges,0,0.952,0.304,130,42
Hank Sauer,0,0.938,0.288,103,41
Joe Adcock,0,0.885,0.308,87,23
Hank Thompson,0,0.871,0.263,86,26
Pee Wee Reese,0,0.859,0.309,69,10
Ralph Kiner,0,0.858,0.285,73,22
Frank Thomas,0,0.856,0.298,94,23
Jim Greengrass,0,0.823,0.280,95,27
Granny Hamner,0,0.818,0.299,89,13
Richie Ashburn,0,0.817,0.313,41,1
Gus Bell,0,0.814,0.299,101,17
Don Mueller,0,0.807,0.342,71,4
Wally Moon,0,0.806,0.304,76,12
Monte Irvin,0,0.801,0.262,64,19
Carl Furillo,0,0.800,0.294,96,19
Red Schoendienst,0,0.794,0.315,79,5
Randy Jackson,0,0.784,0.273,67,19
Rip Repulski,0,0.783,0.283,79,19
Jim Gilliam,0,0.779,0.282,52,13
Bobby Morgan,0,0.775,0.262,50,14
Duke Snider,0,1.046,0.336,126,42
Stan Musial,0,1.046,0.337,113,30
Eddie Mathews,0,1.033,0.302,135,47
Roy Campanella,1,1.006,0.312,142,41
Carl Furillo,0,0.973,0.344,92,21
Ted Kluszewski,0,0.950,0.316,108,40
Monte Irvin,0,0.947,0.329,97,21
Gil Hodges,0,0.943,0.302,122,31
Jackie Robinson,0,0.927,0.329,95,12
Red Schoendienst,0,0.907,0.342,79,15
Ralph Kiner,0,0.903,0.279,116,35
Gus Bell,0,0.879,0.300,105,30
Del Ennis,0,0.839,0.285,125,29
Frank Thomas,0,0.837,0.255,102,30
Dee Fondy,0,0.835,0.309,78,18
Sid Gordon,0,0.834,0.274,75,19
Enos Slaughter,0,0.828,0.291,89,6
Solly Hemus,0,0.825,0.279,61,14
Alvin Dark,0,0.823,0.300,88,23
Randy Jackson,0,0.817,0.285,66,19
Bobby Thomson,0,0.810,0.288,106,26
Cal Abrams,0,0.803,0.286,43,15
Andy Pafko,0,0.802,0.297,72,17
Richie Ashburn,0,0.802,0.330,57,2
Jim Gilliam,0,0.798,0.278,63,6
Stan Musial,0,0.970,0.336,91,21
Jackie Robinson,0,0.904,0.308,75,19
Ted Kluszewski,0,0.892,0.320,86,16
Hank Sauer,1,0.892,0.270,121,37
Gil Hodges,0,0.886,0.254,102,32
Ralph Kiner,0,0.884,0.244,87,37
Sid Gordon,0,0.866,0.289,75,25
Duke Snider,0,0.863,0.303,92,21
Enos Slaughter,0,0.831,0.300,101,11
Solly Hemus,0,0.817,0.268,52,15
Del Ennis,0,0.816,0.289,107,20
Bobby Thomson,0,0.813,0.270,108,24
Andy Pafko,0,0.805,0.287,85,19
Roy Campanella,0,0.805,0.269,97,22
Hank Thompson,0,0.798,0.260,67,17
Alvin Dark,0,0.788,0.301,73,14
Red Schoendienst,0,0.772,0.303,67,7
Eddie Mathews,0,0.767,0.242,58,25
Whitey Lockman,0,0.759,0.290,58,13
Dee Fondy,0,0.759,0.300,67,10
Don Mueller,0,0.754,0.281,49,12
Eddie Waitkus,0,0.745,0.289,49,2
Granny Hamner,0,0.734,0.275,87,17
Pee Wee Reese,0,0.734,0.272,58,6
Gus Bell,0,0.725,0.250,59,16
Ralph Kiner,0,1.079,0.309,109,42
Stan Musial,0,1.063,0.355,108,32
Roy Campanella,1,0.983,0.325,108,33
Jackie Robinson,0,0.957,0.338,88,19
Bobby Thomson,0,0.947,0.293,101,32
Monte Irvin,0,0.929,0.312,121,24
Gil Hodges,0,0.901,0.268,103,40
Sid Gordon,0,0.883,0.287,109,29
Andy Pafko,0,0.848,0.255,93,30
Willie Jones,0,0.828,0.285,81,22
Duke Snider,0,0.828,0.277,101,29
Willie Mays,0,0.828,0.274,68,20
Richie Ashburn,0,0.819,0.344,63,4
Bob Elliott,0,0.819,0.285,70,15
Sam Jethroe,0,0.816,0.280,65,18
Earl Torgeson,0,0.812,0.263,92,24
Hank Sauer,0,0.810,0.263,89,30
Alvin Dark,0,0.805,0.303,69,14
Wally Westlake,0,0.786,0.266,84,22
Willard Marshall,0,0.784,0.281,62,11
Enos Slaughter,0,0.777,0.281,64,4
Solly Hemus,0,0.776,0.281,32,2
Gus Bell,0,0.773,0.278,89,16
Carl Furillo,0,0.772,0.295,91,16
Eddie Stanky,0,0.770,0.247,43,14
Stan Musial,0,1.034,0.346,109,28
Ralph Kiner,0,0.998,0.272,118,47
Andy Pafko,0,0.989,0.304,92,36
Sid Gordon,0,0.960,0.304,103,27
Duke Snider,0,0.932,0.321,107,31
Del Ennis,0,0.923,0.311,126,31
Jackie Robinson,0,0.923,0.328,81,14
Roy Campanella,0,0.916,0.281,89,31
Bob Elliott,0,0.898,0.305,107,24
Earl Torgeson,0,0.885,0.290,87,23
Gil Hodges,0,0.875,0.283,113,32
Eddie Stanky,0,0.872,0.300,51,8
Hank Sauer,0,0.868,0.274,103,32
Tommy Glaviano,0,0.867,0.285,44,11
Ted Kluszewski,0,0.863,0.307,111,25
Hank Thompson,0,0.854,0.289,91,20
Wally Westlake,0,0.852,0.285,95,24
Dick Sisler,0,0.815,0.296,83,13
Carl Furillo,0,0.812,0.305,106,18
Wes Westrum,0,0.808,0.236,71,23
Willie Jones,0,0.792,0.267,88,25
Enos Slaughter,0,0.782,0.290,101,10
Sam Jethroe,0,0.780,0.273,58,18
Johnny Wyrostek,0,0.775,0.285,76,8
Richie Ashburn,0,0.774,0.303,41,2
Ralph Kiner,0,1.089,0.310,127,54
Stan Musial,0,1.062,0.338,123,36
Jackie Robinson,1,0.960,0.342,124,16
Enos Slaughter,0,0.929,0.336,96,13
Sid Gordon,0,0.909,0.284,90,26
Del Ennis,0,0.892,0.302,110,25
Roy Campanella,0,0.883,0.287,82,22
Carl Furillo,0,0.875,0.322,106,18
Bobby Thomson,0,0.873,0.309,109,27
Bob Elliott,0,0.862,0.280,76,17
Hank Sauer,0,0.856,0.275,99,31
Duke Snider,0,0.854,0.292,92,23
Wally Westlake,0,0.835,0.282,104,23
Willard Marshall,0,0.830,0.307,70,12
Andy Pafko,0,0.818,0.281,69,18
Gil Hodges,0,0.813,0.285,115,23
Pee Wee Reese,0,0.806,0.279,73,16
Elbie Fletcher,0,0.798,0.262,51,11
Whitey Lockman,0,0.798,0.301,65,11
Eddie Stanky,0,0.775,0.285,42,1
Grady Hatton,0,0.756,0.263,69,11
Willie Jones,0,0.749,0.244,77,19
Walker Cooper,0,0.744,0.258,83,20
Ted Kluszewski,0,0.743,0.309,68,8
Harry Walker,0,0.739,0.300,37,2
Stan Musial,1,1.152,0.376,131,39
Johnny Mize,0,0.959,0.289,125,40
Sid Gordon,0,0.927,0.299,107,30
Ralph Kiner,0,0.924,0.265,123,40
Bob Elliott,0,0.897,0.283,100,23
Andy Pafko,0,0.891,0.312,101,26
Enos Slaughter,0,0.879,0.321,90,11
Del Ennis,0,0.869,0.290,95,30
Hank Sauer,0,0.844,0.260,97,35
Jackie Robinson,0,0.820,0.296,85,12
Bill Nicholson,0,0.816,0.261,67,19
Wally Westlake,0,0.815,0.285,65,17
Whitey Lockman,0,0.815,0.286,59,18
Tommy Holmes,0,0.814,0.325,61,6
Richie Ashburn,0,0.810,0.333,40,2
Johnny Wyrostek,0,0.799,0.273,76,17
Alvin Dark,0,0.786,0.322,48,3
Earl Torgeson,0,0.770,0.253,67,10
Willard Marshall,0,0.770,0.272,86,14
Eddie Waitkus,0,0.764,0.295,44,7
Pee Wee Reese,0,0.753,0.274,75,9
Dick Sisler,0,0.752,0.274,56,11
Bill Rigney,0,0.731,0.264,43,10
Danny Murtaugh,0,0.721,0.290,71,1
Stan Rojek,0,0.721,0.290,51,4
Ralph Kiner,0,1.055,0.313,127,51
Johnny Mize,0,0.998,0.302,138,51
Whitey Kurowski,0,0.964,0.310,104,27
Bob Elliott,1,0.927,0.317,113,22
Walker Cooper,0,0.926,0.305,122,35
Harry Walker,0,0.924,0.363,41,1
Stan Musial,0,0.902,0.312,95,19
Willard Marshall,0,0.894,0.291,107,36
Hank Greenberg,0,0.886,0.249,74,25
Earl Torgeson,0,0.884,0.281,78,16
Augie Galan,0,0.865,0.314,61,6
Bobby Thomson,0,0.844,0.283,85,29
Dixie Walker,0,0.842,0.306,94,9
Pee Wee Reese,0,0.841,0.284,73,12
Bill Nicholson,0,0.830,0.244,75,26
Grady Hatton,0,0.825,0.281,77,16
Enos Slaughter,0,0.818,0.294,86,10
Jackie Robinson,0,0.810,0.297,48,12
Andy Pafko,0,0.800,0.302,66,13
Eddie Miller,0,0.790,0.268,87,19
Sid Gordon,0,0.789,0.272,57,13
Phil Cavarretta,0,0.787,0.314,63,2
Bruce Edwards,0,0.782,0.295,80,9
Tommy Holmes,0,0.776,0.309,53,9
Frankie Gustine,0,0.773,0.297,67,9
Stan Musial,1,1.021,0.365,103,16
